,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Cep68,2.08E-16,0.328766033,0.093,0.172,4.33E-12,PMN-MDSC,Cep68
Il10rb,2.09E-16,0.664061062,0.27,0.49,4.35E-12,PMN-MDSC,Il10rb
Pttg1,2.31E-16,0.423550381,0.132,0.235,4.80E-12,PMN-MDSC,Pttg1
Dclre1c1,2.58E-16,0.682634959,0.271,0.483,5.37E-12,PMN-MDSC,Dclre1c
1810058I24Rik,3.27E-16,0.53944216,0.346,0.654,6.80E-12,PMN-MDSC,1810058I24Rik
Zyx,3.35E-16,1.177069022,0.456,0.619,6.97E-12,PMN-MDSC,Zyx
Cd300lb,3.66E-16,0.740688488,0.13,0.085,7.60E-12,PMN-MDSC,Cd300lb
Ltb4r1,4.25E-16,0.656620033,0.154,0.107,8.84E-12,PMN-MDSC,Ltb4r1
Egr3,4.66E-16,1.068202718,0.225,0.191,9.70E-12,PMN-MDSC,Egr3
Tiam2,4.75E-16,0.259744399,0.072,0.139,9.88E-12,PMN-MDSC,Tiam2
Gm12216,4.85E-16,0.258155626,0.057,0.116,1.01E-11,PMN-MDSC,Gm12216
Babam2,4.92E-16,0.690498784,0.346,0.643,1.02E-11,PMN-MDSC,Babam2
Adam192,4.98E-16,0.798941814,0.167,0.122,1.04E-11,PMN-MDSC,Adam19
Tmcc1,5.14E-16,1.280291409,0.489,0.672,1.07E-11,PMN-MDSC,Tmcc1
Tpm41,6.75E-16,0.590003833,0.365,0.685,1.40E-11,PMN-MDSC,Tpm4
Pacs1,1.11E-15,0.590272379,0.166,0.288,2.32E-11,PMN-MDSC,Pacs1
Ptpn22,1.46E-15,0.585757621,0.129,0.226,3.04E-11,PMN-MDSC,Ptpn22
Rchy1,1.50E-15,0.641010994,0.239,0.421,3.13E-11,PMN-MDSC,Rchy1
Tarm1,1.68E-15,0.68566813,0.125,0.081,3.50E-11,PMN-MDSC,Tarm1
Aff4,1.91E-15,0.511604062,0.391,0.734,3.98E-11,PMN-MDSC,Aff4
Wfdc171,2.31E-15,0.555869484,0.484,0.807,4.80E-11,PMN-MDSC,Wfdc17
AU019990,2.58E-15,0.673799956,0.115,0.072,5.37E-11,PMN-MDSC,AU019990
Tmem164,3.63E-15,0.604662385,0.335,0.603,7.54E-11,PMN-MDSC,Tmem164
Cebpd,4.15E-15,1.070412951,0.26,0.242,8.64E-11,PMN-MDSC,Cebpd
Vegfa1,4.24E-15,0.379529694,0.216,0.349,8.82E-11,PMN-MDSC,Vegfa
Atg3,4.81E-15,0.655387704,0.336,0.633,1.00E-10,PMN-MDSC,Atg3
Ski,5.50E-15,0.566024489,0.401,0.745,1.14E-10,PMN-MDSC,Ski
Max,5.94E-15,0.624912885,0.202,0.351,1.24E-10,PMN-MDSC,Max
5430427O19Rik,8.63E-15,0.479329287,0.126,0.219,1.80E-10,PMN-MDSC,5430427O19Rik
Cap1,9.12E-15,0.528070941,0.365,0.685,1.90E-10,PMN-MDSC,Cap1
Il23a,9.54E-15,0.899233437,0.127,0.084,1.98E-10,PMN-MDSC,Il23a
Kctd12,1.26E-14,0.605301195,0.334,0.599,2.63E-10,PMN-MDSC,Kctd12
B9d2,1.39E-14,0.51810403,0.143,0.248,2.90E-10,PMN-MDSC,B9d2
Rcsd12,1.41E-14,0.751398346,0.187,0.146,2.92E-10,PMN-MDSC,Rcsd1
Traf31,1.95E-14,0.584579097,0.397,0.716,4.06E-10,PMN-MDSC,Traf3
Plekho2,2.01E-14,0.514870127,0.364,0.675,4.18E-10,PMN-MDSC,Plekho2
Zfp36l11,2.06E-14,0.383603489,0.365,0.614,4.28E-10,PMN-MDSC,Zfp36l1
Borcs6,2.18E-14,0.513267443,0.14,0.242,4.54E-10,PMN-MDSC,Borcs6
Cx3cr1,2.49E-14,0.479834504,0.109,0.19,5.17E-10,PMN-MDSC,Cx3cr1
Slc25a33,2.88E-14,0.413727042,0.106,0.187,5.98E-10,PMN-MDSC,Slc25a33
Zc3h12a,3.23E-14,0.608883415,0.315,0.571,6.72E-10,PMN-MDSC,Zc3h12a
Pygl,3.45E-14,1.004096932,0.447,0.601,7.18E-10,PMN-MDSC,Pygl
Il10,3.48E-14,0.47439717,0.173,0.29,7.24E-10,PMN-MDSC,Il10
Tug1,3.51E-14,0.480511498,0.148,0.254,7.29E-10,PMN-MDSC,Tug1
Eldr1,3.95E-14,0.328441315,0.054,0.106,8.21E-10,PMN-MDSC,Eldr
Rinl,7.67E-14,0.284022333,0.074,0.136,1.59E-09,PMN-MDSC,Rinl
Taldo1,7.87E-14,0.654759122,0.644,0.897,1.64E-09,PMN-MDSC,Taldo1
Zfp281,8.72E-14,0.475585978,0.139,0.238,1.81E-09,PMN-MDSC,Zfp281
Rapgef11,9.58E-14,0.577631181,0.35,0.639,1.99E-09,PMN-MDSC,Rapgef1
Trub2,1.13E-13,0.257493134,0.07,0.129,2.34E-09,PMN-MDSC,Trub2
Gpbp11,1.22E-13,0.603926472,0.345,0.634,2.54E-09,PMN-MDSC,Gpbp1
Mcu,1.35E-13,0.457921273,0.12,0.206,2.81E-09,PMN-MDSC,Mcu
Rap1gap2,1.47E-13,0.829754668,0.193,0.157,3.07E-09,PMN-MDSC,Rap1gap2
Wwp2,1.74E-13,0.648752917,0.303,0.544,3.61E-09,PMN-MDSC,Wwp2
Lmtk22,3.27E-13,0.277076155,0.085,0.151,6.80E-09,PMN-MDSC,Lmtk2
Creb1,3.85E-13,0.673875236,0.204,0.345,8.01E-09,PMN-MDSC,Creb1
Etf1,4.36E-13,0.613470432,0.565,0.848,9.06E-09,PMN-MDSC,Etf1
Rbpj,4.83E-13,0.905574406,0.501,0.7,1.00E-08,PMN-MDSC,Rbpj
Ffar2,5.10E-13,0.354962919,0.081,0.144,1.06E-08,PMN-MDSC,Ffar2
Opa3,5.27E-13,0.586312901,0.177,0.3,1.10E-08,PMN-MDSC,Opa3
Actg11,5.97E-13,0.29639408,0.965,0.992,1.24E-08,PMN-MDSC,Actg1
Gm201861,6.79E-13,1.257078043,0.336,0.373,1.41E-08,PMN-MDSC,Gm20186
Jak1,8.00E-13,0.63747315,0.562,0.83,1.66E-08,PMN-MDSC,Jak1
Pafah1b11,8.03E-13,0.295503242,0.456,0.843,1.67E-08,PMN-MDSC,Pafah1b1
Vsir,8.57E-13,0.609801057,0.265,0.46,1.78E-08,PMN-MDSC,Vsir
Tbc1d2b,9.96E-13,0.295169034,0.075,0.134,2.07E-08,PMN-MDSC,Tbc1d2b
Slfn5,1.03E-12,0.376681089,0.083,0.147,2.15E-08,PMN-MDSC,Slfn5
Atp6v1g1,1.22E-12,0.418056903,0.659,0.899,2.53E-08,PMN-MDSC,Atp6v1g1
Pilra,1.33E-12,1.028188004,0.389,0.482,2.77E-08,PMN-MDSC,Pilra
Tgm2,1.69E-12,0.666418965,0.594,0.813,3.52E-08,PMN-MDSC,Tgm2
Nfam1,2.50E-12,1.064793515,0.394,0.497,5.19E-08,PMN-MDSC,Nfam1
Clec4n,2.66E-12,0.666204268,0.454,0.75,5.54E-08,PMN-MDSC,Clec4n
Gsn,3.05E-12,0.487098439,0.385,0.691,6.34E-08,PMN-MDSC,Gsn
Zc3hav1,3.08E-12,0.881737984,0.534,0.778,6.40E-08,PMN-MDSC,Zc3hav1
Nfkbie,3.12E-12,0.600489958,0.222,0.374,6.49E-08,PMN-MDSC,Nfkbie
Chd21,3.52E-12,0.705620027,0.549,0.79,7.32E-08,PMN-MDSC,Chd2
Fam49b1,3.87E-12,0.409034654,0.662,0.93,8.04E-08,PMN-MDSC,Fam49b
Gng5,4.39E-12,0.290756971,0.724,0.925,9.13E-08,PMN-MDSC,Gng5
Nol10,5.01E-12,0.688513834,0.154,0.255,1.04E-07,PMN-MDSC,Nol10
Mreg1,6.64E-12,0.539892679,0.132,0.215,1.38E-07,PMN-MDSC,Mreg
Slc16a6,8.46E-12,0.605808915,0.18,0.298,1.76E-07,PMN-MDSC,Slc16a6
4930469K13Rik,8.60E-12,0.315912234,0.083,0.144,1.79E-07,PMN-MDSC,4930469K13Rik
Prkd3,1.02E-11,0.6325304,0.141,0.234,2.13E-07,PMN-MDSC,Prkd3
Fam122a,1.05E-11,0.268772901,0.063,0.115,2.18E-07,PMN-MDSC,Fam122a
Ccnyl1,1.08E-11,0.271049048,0.063,0.115,2.25E-07,PMN-MDSC,Ccnyl1
Pmaip11,1.12E-11,0.513160108,0.185,0.298,2.32E-07,PMN-MDSC,Pmaip1
Nktr,1.27E-11,1.272009751,0.544,0.821,2.64E-07,PMN-MDSC,Nktr
Rnf11,1.38E-11,0.74382921,0.246,0.418,2.88E-07,PMN-MDSC,Rnf11
Ube2d2a1,1.92E-11,0.483265741,0.414,0.776,3.99E-07,PMN-MDSC,Ube2d2a
Midn,1.93E-11,0.499700343,0.14,0.23,4.01E-07,PMN-MDSC,Midn
Fmnl22,2.26E-11,0.481721257,0.352,0.537,4.70E-07,PMN-MDSC,Fmnl2
Psd4,2.28E-11,0.465406556,0.138,0.227,4.74E-07,PMN-MDSC,Psd4
Cask1,2.51E-11,0.741204512,0.32,0.555,5.22E-07,PMN-MDSC,Cask
Pde7b1,3.30E-11,0.384637264,0.144,0.228,6.87E-07,PMN-MDSC,Pde7b
Slc12a61,4.08E-11,0.747576553,0.304,0.527,8.49E-07,PMN-MDSC,Slc12a6
Dgat2,4.16E-11,0.52442426,0.133,0.219,8.66E-07,PMN-MDSC,Dgat2
Med13l1,4.34E-11,0.564453092,0.366,0.657,9.02E-07,PMN-MDSC,Med13l
Syf2,5.67E-11,0.655933899,0.272,0.465,1.18E-06,PMN-MDSC,Syf2
Fus1,5.69E-11,0.469903626,0.414,0.769,1.18E-06,PMN-MDSC,Fus
Dgkh,6.25E-11,1.043462161,0.233,0.218,1.30E-06,PMN-MDSC,Dgkh
Atg7,6.35E-11,0.837526794,0.302,0.53,1.32E-06,PMN-MDSC,Atg7
Arhgap45,8.40E-11,0.636464293,0.241,0.403,1.75E-06,PMN-MDSC,Arhgap45
Arrdc3,8.42E-11,0.354316297,0.093,0.155,1.75E-06,PMN-MDSC,Arrdc3
Megf9,8.55E-11,0.427711324,0.081,0.138,1.78E-06,PMN-MDSC,Megf9
Id1,9.04E-11,0.858903927,0.143,0.11,1.88E-06,PMN-MDSC,Id1
Borcs5,9.12E-11,0.352465176,0.083,0.142,1.90E-06,PMN-MDSC,Borcs5
Alox5,1.14E-10,0.526044259,0.184,0.3,2.38E-06,PMN-MDSC,Alox5
Strbp2,1.22E-10,0.370337318,0.109,0.178,2.54E-06,PMN-MDSC,Strbp
Ssu72,1.58E-10,0.484447605,0.395,0.733,3.29E-06,PMN-MDSC,Ssu72
Gng121,1.90E-10,0.660130907,0.255,0.423,3.96E-06,PMN-MDSC,Gng12
Dusp2,2.05E-10,1.039697688,0.241,0.23,4.27E-06,PMN-MDSC,Dusp2
Mctp21,2.13E-10,0.769473892,0.308,0.322,4.43E-06,PMN-MDSC,Mctp2
Clec2d,2.15E-10,0.484565469,0.133,0.216,4.48E-06,PMN-MDSC,Clec2d
Cd300a,3.10E-10,0.937436387,0.352,0.411,6.44E-06,PMN-MDSC,Cd300a
Gm15832,3.79E-10,0.52211788,0.138,0.223,7.88E-06,PMN-MDSC,Gm15832
Rlf,5.58E-10,1.012147335,0.448,0.631,1.16E-05,PMN-MDSC,Rlf
Vcl,5.90E-10,0.720444978,0.191,0.307,1.23E-05,PMN-MDSC,Vcl
Il17ra,6.81E-10,0.668310932,0.315,0.548,1.42E-05,PMN-MDSC,Il17ra
Gm31718,6.93E-10,1.204033454,0.3,0.328,1.44E-05,PMN-MDSC,Gm31718
Gm32401,7.13E-10,0.701329717,0.124,0.093,1.48E-05,PMN-MDSC,Gm32401
Slfn2,8.30E-10,0.562482429,0.596,0.84,1.73E-05,PMN-MDSC,Slfn2
Stat32,8.94E-10,0.363197751,0.463,0.84,1.86E-05,PMN-MDSC,Stat3
Smad3,1.04E-09,0.817403087,0.166,0.138,2.16E-05,PMN-MDSC,Smad3
C130050O18Rik,1.07E-09,0.335570385,0.084,0.139,2.23E-05,PMN-MDSC,C130050O18Rik
Zeb12,1.20E-09,0.679773593,0.242,0.388,2.49E-05,PMN-MDSC,Zeb1
Man1b1,1.21E-09,0.401924863,0.101,0.164,2.52E-05,PMN-MDSC,Man1b1
Polr2a,1.72E-09,0.695934555,0.356,0.637,3.58E-05,PMN-MDSC,Polr2a
Usp32,1.83E-09,1.179713222,0.4,0.527,3.80E-05,PMN-MDSC,Usp32
B4galt3,1.85E-09,0.276920666,0.07,0.119,3.85E-05,PMN-MDSC,B4galt3
Rtp4,1.86E-09,0.77050787,0.154,0.125,3.86E-05,PMN-MDSC,Rtp4
Osgin1,1.91E-09,0.598114117,0.107,0.076,3.97E-05,PMN-MDSC,Osgin1
Pram1,1.92E-09,0.609095347,0.117,0.086,4.00E-05,PMN-MDSC,Pram1
Itgal,2.07E-09,0.689135887,0.304,0.52,4.30E-05,PMN-MDSC,Itgal
Slc2a1,2.19E-09,0.610679015,0.247,0.399,4.55E-05,PMN-MDSC,Slc2a1
Pstpip1,2.53E-09,0.827671627,0.225,0.215,5.26E-05,PMN-MDSC,Pstpip1
Prkag1,2.81E-09,0.669234805,0.198,0.318,5.83E-05,PMN-MDSC,Prkag1
Sp100,2.91E-09,1.245015514,0.337,0.394,6.06E-05,PMN-MDSC,Sp100
Actr3,3.24E-09,0.382675819,0.69,0.94,6.74E-05,PMN-MDSC,Actr3
Fmnl3,3.42E-09,0.588133323,0.182,0.29,7.12E-05,PMN-MDSC,Fmnl3
Hexim1,3.46E-09,0.437898062,0.122,0.193,7.19E-05,PMN-MDSC,Hexim1
Tmbim4,4.63E-09,0.614353995,0.376,0.682,9.62E-05,PMN-MDSC,Tmbim4
Tet2,4.97E-09,0.448227242,0.438,0.756,0.000103261,PMN-MDSC,Tet2
Lysmd3,5.03E-09,0.35924286,0.095,0.153,0.000104634,PMN-MDSC,Lysmd3
Ncf4,5.64E-09,0.992706135,0.382,0.488,0.000117349,PMN-MDSC,Ncf4
Hif1a1,6.55E-09,0.301415498,0.494,0.837,0.000136277,PMN-MDSC,Hif1a
Glipr21,9.19E-09,1.01849438,0.333,0.385,0.000191116,PMN-MDSC,Glipr2
Parp10,1.03E-08,0.3285021,0.079,0.128,0.00021398,PMN-MDSC,Parp10
Igf2r,1.17E-08,0.356185964,0.094,0.15,0.000242397,PMN-MDSC,Igf2r
Ifi47,1.42E-08,0.540931907,0.09,0.143,0.000295549,PMN-MDSC,Ifi47
Slc44a11,1.52E-08,0.674830427,0.175,0.274,0.000315413,PMN-MDSC,Slc44a1
Polg2,1.62E-08,0.35927745,0.081,0.131,0.000337867,PMN-MDSC,Polg2
Il13ra1,2.11E-08,0.788394078,0.312,0.534,0.000438741,PMN-MDSC,Il13ra1
Trim30d,2.34E-08,0.911521547,0.186,0.169,0.000487145,PMN-MDSC,Trim30d
P2ry13,2.72E-08,0.336491063,0.083,0.133,0.000566626,PMN-MDSC,P2ry13
Tctex1d2,2.83E-08,0.632652931,0.201,0.318,0.000589201,PMN-MDSC,Tctex1d2
A930015D03Rik1,3.80E-08,0.267094356,0.072,0.117,0.000790212,PMN-MDSC,A930015D03Rik
Ppp3ca,4.71E-08,0.433109581,0.467,0.819,0.000980201,PMN-MDSC,Ppp3ca
9930022D16Rik,5.57E-08,0.322508156,0.064,0.105,0.001157642,PMN-MDSC,9930022D16Rik
Tnfrsf1a,5.78E-08,0.773580242,0.302,0.514,0.001201604,PMN-MDSC,Tnfrsf1a
Supt20,9.62E-08,0.668290608,0.178,0.277,0.002001316,PMN-MDSC,Supt20
Rsad21,9.97E-08,0.517224555,0.109,0.165,0.002074239,PMN-MDSC,Rsad2
Nt5e,1.04E-07,0.711331168,0.174,0.264,0.002162283,PMN-MDSC,Nt5e
Ddx60,1.07E-07,0.444554055,0.092,0.143,0.002233988,PMN-MDSC,Ddx60
Ncor11,1.38E-07,0.513532655,0.436,0.788,0.002867456,PMN-MDSC,Ncor1
Wfdc211,1.81E-07,0.591827231,0.337,0.512,0.003771083,PMN-MDSC,Wfdc21
Gabpb1,1.89E-07,1.151587451,0.344,0.424,0.003934823,PMN-MDSC,Gabpb1
Emb,1.97E-07,0.539058909,0.39,0.669,0.004088979,PMN-MDSC,Emb
Gm37240,2.21E-07,0.499925501,0.135,0.206,0.004587256,PMN-MDSC,Gm37240
Atrnl1,2.51E-07,0.379989611,0.505,0.836,0.005212365,PMN-MDSC,Atrnl1
Rasgrp21,2.58E-07,0.378593993,0.097,0.149,0.005365013,PMN-MDSC,Rasgrp2
Med12l,2.78E-07,0.808453099,0.136,0.112,0.005787127,PMN-MDSC,Med12l
Cep83,2.79E-07,0.826323612,0.308,0.512,0.005800176,PMN-MDSC,Cep83
Mapre2,3.13E-07,0.669332413,0.407,0.713,0.006501603,PMN-MDSC,Mapre2
Atp11b,4.52E-07,1.193290501,0.457,0.677,0.00939299,PMN-MDSC,Atp11b
Flot1,4.65E-07,0.615488535,0.174,0.267,0.009678306,PMN-MDSC,Flot1
Ptpre,4.76E-07,0.807916693,0.49,0.71,0.009906889,PMN-MDSC,Ptpre
Hist1h1c,5.20E-07,0.820398615,0.217,0.337,0.010808267,PMN-MDSC,Hist1h1c
Rnf24,5.59E-07,0.591512297,0.146,0.222,0.011627396,PMN-MDSC,Rnf24
Fosl1,6.36E-07,0.298620367,0.063,0.101,0.01322631,PMN-MDSC,Fosl1
Ccnt1,6.66E-07,0.709808035,0.277,0.45,0.013842516,PMN-MDSC,Ccnt1
Per2,7.06E-07,0.776939594,0.265,0.426,0.014682189,PMN-MDSC,Per2
Gm10634,7.29E-07,0.689938165,0.135,0.204,0.015151161,PMN-MDSC,Gm10634
Evi2,1.18E-06,0.255835983,0.066,0.103,0.02450967,PMN-MDSC,Evi2
Cyfip21,1.41E-06,0.906479774,0.229,0.233,0.029313626,PMN-MDSC,Cyfip2
Arhgap4,1.96E-06,0.271079933,0.067,0.104,0.040846169,PMN-MDSC,Arhgap4
Nsun6,2.03E-06,0.375835659,0.084,0.128,0.042219856,PMN-MDSC,Nsun6
Kdm7a,2.07E-06,0.727082891,0.347,0.575,0.043038911,PMN-MDSC,Kdm7a
Gpr141,2.23E-06,0.63397166,0.148,0.219,0.046378052,PMN-MDSC,Gpr141
Notch1,2.77E-06,0.603665166,0.152,0.227,0.057594442,PMN-MDSC,Notch1
Arf41,2.84E-06,0.510397629,0.588,0.883,0.059162662,PMN-MDSC,Arf4
Rnf19a,2.92E-06,1.323682339,0.339,0.421,0.060792353,PMN-MDSC,Rnf19a
Rb1cc11,3.43E-06,0.820524011,0.338,0.574,0.071377107,PMN-MDSC,Rb1cc1
Slc25a201,3.44E-06,0.636037984,0.18,0.269,0.071546261,PMN-MDSC,Slc25a20
Glrx,3.65E-06,0.813884655,0.309,0.505,0.075968919,PMN-MDSC,Glrx
Rab2a,4.23E-06,0.384499219,0.599,0.894,0.08806794,PMN-MDSC,Rab2a
Rprd1b,5.07E-06,0.66695842,0.193,0.291,0.105463022,PMN-MDSC,Rprd1b
Adipor1,5.84E-06,0.905935357,0.431,0.629,0.121378053,PMN-MDSC,Adipor1
Brd4,6.43E-06,0.514646875,0.433,0.777,0.133658461,PMN-MDSC,Brd4
1600010M07Rik,6.98E-06,0.739430834,0.175,0.165,0.145061939,PMN-MDSC,1600010M07Rik
Tlr4,7.33E-06,0.984548077,0.311,0.513,0.152364128,PMN-MDSC,Tlr4
Supt4a1,7.78E-06,0.597859812,0.375,0.65,0.1617493,PMN-MDSC,Supt4a
Tmem131l1,9.29E-06,0.466338332,0.212,0.307,0.193162929,PMN-MDSC,Tmem131l
Plk4,9.60E-06,0.396758705,0.084,0.124,0.199565008,PMN-MDSC,Plk4
Otud7b,9.74E-06,0.319781581,0.076,0.113,0.20250288,PMN-MDSC,Otud7b
Tes,1.26E-05,1.166313645,0.422,0.592,0.262717013,PMN-MDSC,Tes
Sipa1l2,1.33E-05,0.930878774,0.249,0.268,0.276522756,PMN-MDSC,Sipa1l2
4930444A19Rik,1.33E-05,0.317766031,0.079,0.117,0.277357565,PMN-MDSC,4930444A19Rik
Zdhhc18,1.54E-05,0.577392202,0.164,0.243,0.319634901,PMN-MDSC,Zdhhc18
Rps6ka2,2.26E-05,0.966050358,0.171,0.161,0.469231903,PMN-MDSC,Rps6ka2
A630001O12Rik,2.54E-05,0.657726711,0.149,0.135,0.528724156,PMN-MDSC,A630001O12Rik
Sik11,2.67E-05,0.534193522,0.169,0.245,0.556048876,PMN-MDSC,Sik1
Cdc42bpg,2.90E-05,0.728456106,0.296,0.472,0.603581467,PMN-MDSC,Cdc42bpg
Dennd1c,3.22E-05,0.381722523,0.097,0.141,0.669855909,PMN-MDSC,Dennd1c
Dennd3,3.49E-05,0.605582081,0.119,0.102,0.726292417,PMN-MDSC,Dennd3
Lcp2,3.66E-05,0.465272833,0.433,0.735,0.760228225,PMN-MDSC,Lcp2
Gm2396,4.10E-05,0.784428896,0.136,0.121,0.85267017,PMN-MDSC,Gm2396
Wac,4.25E-05,0.777947341,0.432,0.772,0.883082528,PMN-MDSC,Wac
Vav31,4.39E-05,0.411625184,0.446,0.712,0.913858972,PMN-MDSC,Vav3
Plbd11,4.55E-05,0.807725757,0.258,0.272,0.946657669,PMN-MDSC,Plbd1
Nup98,4.95E-05,1.033436544,0.459,0.69,1,PMN-MDSC,Nup98
Cd472,5.89E-05,0.284346842,0.67,0.939,1,PMN-MDSC,Cd47
Coq10b,5.93E-05,0.76999318,0.317,0.517,1,PMN-MDSC,Coq10b
Cd371,6.07E-05,0.624576459,0.201,0.297,1,PMN-MDSC,Cd37
Stxbp51,6.21E-05,0.564054603,0.134,0.193,1,PMN-MDSC,Stxbp5
Vamp5,6.26E-05,0.505025032,0.134,0.194,1,PMN-MDSC,Vamp5
Mtmr6,6.48E-05,1.030440933,0.378,0.517,1,PMN-MDSC,Mtmr6
Rock11,7.91E-05,0.805616751,0.542,0.834,1,PMN-MDSC,Rock1
Tspan132,0.000115013,0.679175381,0.26,0.273,1,PMN-MDSC,Tspan13
Med31,0.000115836,0.407168884,0.088,0.126,1,PMN-MDSC,Med31
4930523C07Rik1,0.000117384,0.77287821,0.357,0.572,1,PMN-MDSC,4930523C07Rik
Nt5c2,0.000122835,0.959393528,0.32,0.523,1,PMN-MDSC,Nt5c2
Cyld,0.000144166,0.918619955,0.315,0.506,1,PMN-MDSC,Cyld
F31,0.000160181,0.38789556,0.111,0.153,1,PMN-MDSC,F3
Rhoh1,0.000162755,0.724995025,0.194,0.283,1,PMN-MDSC,Rhoh
Cd2741,0.000193741,0.705004406,0.481,0.777,1,PMN-MDSC,Cd274
Anxa11,0.000204534,1.101661744,0.38,0.517,1,PMN-MDSC,Anxa11
Gm16599,0.00021962,0.47402334,0.113,0.159,1,PMN-MDSC,Gm16599
Gadd45a,0.00023028,1.104100432,0.338,0.419,1,PMN-MDSC,Gadd45a
Per1,0.000247963,0.952301865,0.356,0.472,1,PMN-MDSC,Per1
Clint11,0.000251575,0.831092493,0.486,0.756,1,PMN-MDSC,Clint1
A530013C23Rik,0.000263881,0.616129765,0.12,0.105,1,PMN-MDSC,A530013C23Rik
Cxcl3,0.000297098,1.726785263,0.3,0.342,1,PMN-MDSC,Cxcl3
Cd69,0.00030191,1.074099865,0.216,0.316,1,PMN-MDSC,Cd69
Hlx,0.000307979,0.468037163,0.108,0.151,1,PMN-MDSC,Hlx
Rasa21,0.000378279,1.121322844,0.334,0.423,1,PMN-MDSC,Rasa2
Bcl3,0.000448651,0.551126607,0.134,0.187,1,PMN-MDSC,Bcl3
Celf2,0.000565511,0.599649536,0.553,0.862,1,PMN-MDSC,Celf2
Fam110a,0.000583408,0.422301479,0.109,0.151,1,PMN-MDSC,Fam110a
Glis3,0.000598,0.447247446,0.081,0.112,1,PMN-MDSC,Glis3
E230016M11Rik,0.000698202,0.358888534,0.072,0.101,1,PMN-MDSC,E230016M11Rik
AA4671972,0.000708974,0.489124197,0.409,0.579,1,PMN-MDSC,AA467197
AB124611,0.00079722,0.873614573,0.255,0.291,1,PMN-MDSC,AB124611
Olr11,0.000837696,0.770793779,0.551,0.704,1,PMN-MDSC,Olr1
Numb,0.000844092,0.827549222,0.297,0.465,1,PMN-MDSC,Numb
Usp38,0.000865164,0.833075919,0.253,0.38,1,PMN-MDSC,Usp38
Inpp5a1,0.001023827,1.019119342,0.309,0.386,1,PMN-MDSC,Inpp5a
Pias11,0.001046261,0.717892381,0.373,0.621,1,PMN-MDSC,Pias1
Ip6k11,0.001140035,0.627148616,0.189,0.268,1,PMN-MDSC,Ip6k1
Vps37b,0.001179179,0.994722018,0.313,0.388,1,PMN-MDSC,Vps37b
Arhgef18,0.001357905,0.538007545,0.115,0.157,1,PMN-MDSC,Arhgef18
Stap1,0.001401063,0.665736222,0.152,0.209,1,PMN-MDSC,Stap1
St3gal1,0.001510691,0.738866495,0.422,0.703,1,PMN-MDSC,St3gal1
Kdm5b,0.001636572,0.600702704,0.151,0.208,1,PMN-MDSC,Kdm5b
Blcap,0.001930756,0.411166155,0.1,0.136,1,PMN-MDSC,Blcap
Foxo3,0.002007211,0.736437666,0.189,0.266,1,PMN-MDSC,Foxo3
Rgcc,0.002010026,0.63720701,0.407,0.626,1,PMN-MDSC,Rgcc
Nr4a31,0.002020405,0.902301854,0.427,0.588,1,PMN-MDSC,Nr4a3
Bcl2a1b,0.002063985,0.774319196,0.655,0.924,1,PMN-MDSC,Bcl2a1b
Ifitm6,0.002202802,0.638249869,0.133,0.122,1,PMN-MDSC,Ifitm6
Kmt2e1,0.002303122,0.511734127,0.45,0.765,1,PMN-MDSC,Kmt2e
Pdlim5,0.002528949,0.640574838,0.558,0.83,1,PMN-MDSC,Pdlim5
Fam114a1,0.002661363,0.511470216,0.111,0.15,1,PMN-MDSC,Fam114a1
Limd21,0.003201081,0.596913893,0.181,0.251,1,PMN-MDSC,Limd2
Stat41,0.003441274,0.726107766,0.233,0.246,1,PMN-MDSC,Stat4
Hcst,0.003449211,0.778682664,0.269,0.405,1,PMN-MDSC,Hcst
Gsdme,0.003552272,0.398810991,0.078,0.105,1,PMN-MDSC,Gsdme
Calm2,0.003562392,0.448515234,0.561,0.867,1,PMN-MDSC,Calm2
Gsap,0.003589547,0.584373675,0.511,0.746,1,PMN-MDSC,Gsap
Ptpn1,0.003640668,0.320313854,0.554,0.873,1,PMN-MDSC,Ptpn1
Gm45267,0.00364436,0.66013196,0.15,0.148,1,PMN-MDSC,Gm45267
Pdlim7,0.003693185,0.959752334,0.309,0.392,1,PMN-MDSC,Pdlim7
Dgkg,0.003893048,0.602715029,0.119,0.11,1,PMN-MDSC,Dgkg
Mmp8,0.003944614,1.236664628,0.194,0.207,1,PMN-MDSC,Mmp8
Mindy3,0.004056749,1.203631125,0.304,0.47,1,PMN-MDSC,Mindy3
Atg16l2,0.004237522,0.541709653,0.132,0.178,1,PMN-MDSC,Atg16l2
Fpr11,0.004368907,0.698447654,0.276,0.398,1,PMN-MDSC,Fpr1
Il10ra,0.004662127,0.887822276,0.411,0.602,1,PMN-MDSC,Il10ra
Nsd3,0.004732727,0.862562786,0.464,0.716,1,PMN-MDSC,Nsd3
N4bp2,0.004873736,0.482726665,0.101,0.135,1,PMN-MDSC,N4bp2
Sft2d2,0.005046729,0.76367884,0.188,0.199,1,PMN-MDSC,Sft2d2
Mylip,0.00575317,0.794928709,0.24,0.348,1,PMN-MDSC,Mylip
Wipf11,0.006799461,0.638439897,0.43,0.713,1,PMN-MDSC,Wipf1
Rab20,0.007015121,0.898292565,0.407,0.597,1,PMN-MDSC,Rab20
Arid5a,0.007210725,0.560082944,0.163,0.221,1,PMN-MDSC,Arid5a
